,screen_name,name,text,followers_count,friends_count
1185,brunocerezoli,Bruno Cerezoli 🇧🇷 🇮🇹 🚩,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,141,373
1186,hfjuniorr,Jr.,"RT @homembarata: só espero q, se eleito, o Lula continue se vestindo como presidente da federação galática https://t.co/YWm44VlyZZ",81,174
1187,mariafefe65,ⒻⒺⒻⒺ,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",102,349
1188,Laryss03,Larys's,"Gente vocês acreditam que o problema da minha exportação foi pq eu calculei com o dólar a 5,60 e teve o lance do Lu… https://t.co/rn6RxaB3UR",134,108
1189,marcusfn_,Marcus F. 🔴⚫ ᴼᶜᵗᵃ,"RT @CECLynch: Parece que a tal frente ampla só valia para os liberais com o Lula fora do páreo, mesmo que injustamente. A histeria está rol…",133,460
1190,5iovanna_,Giovanna,RT @bIacksstarr: VER O BOLSONARO ENTREGANDO A FAIXA PRESIDENCIAL PRO LULA SERÁ MINHA RAZAO DE VIVER,140,234
1191,victoriaulliel,Victoria Carvalho,RT @Evil_The_: O LULA FOI O QUE ?????,100,457
1192,cwpheer,duda,RT @bIacksstarr: VER O BOLSONARO ENTREGANDO A FAIXA PRESIDENCIAL PRO LULA SERÁ MINHA RAZAO DE VIVER,1286,1546
1193,Joo83436911,Já fui Brasileiro,"RT @mariozinholago: LULA!
Com @zehdeabreu https://t.co/gCFkD7T8mA",2118,3182
1194,otvtuim,Tuim,"só pra deixa bem claro aqui, brasileiro que paga pau pro lula tem que toma no roba bem gostoso kkkk vtf",45,59
1195,FreireNeide,Neide Freire,"RT @BrunoGiovanni: Nunca é demais lembrar aos militantes, simpatizantes, partidários e filiados ao PT  RN que estamos em pandemia, e com to…",205,516
1196,AntonioBronicz1,meu nome não tem acento,"RT @delucca: Polarização de cu é rola.

Polarização entre Lula e Bolsonaro não existe.

Porque não há polarização.

Temos um governo fascis…",47,138
1197,camilaokumura66,カミラ奥村,RT @cianzeira: Tem liberal mais assombrado pela chance de candidatura do Lula do que pelas 260 mil mortes em um genocídio de negligência e…,372,700
1198,Porra_Afrodite,Ray ☭,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",1000,764
1199,GabrielT_28,cadelinha do #BBB21,"RT @_brunohoffmann: ""Mercado reage mal à decisão a favor de Lula""

Aí a gente vai ver quem é o mercado: https://t.co/deEdBzAVo3",370,295
1200,victorpataro,Vic,RT @ricardope: O Lula já recebeu mais telefonemas de chefes de estado e lideranças políticas internacionais de ontem pra hoje que o bolsona…,1065,1612
1201,czernoboss,Will Hunting,"RT @principevidane: Bolsonaro assumiu e em janeiro de 2019 o dólar fechou a R$3,65.

Em fevereiro de 2021, fechou a R$5,53.

No dia 05/03/2…",383,3751
1202,LorenaMoraesss,Tâmia Lorena. Impeachment do Bolsonaro já ⚖,RT @maribotter: Inacreditável e inaceitável. Não se trata só de absolver Lula. Se trata de culpar Moro. @OBrasilOdeiaGilmar https://t.co/W1…,3148,212
1203,marioresende77,marioresende,"RT @OliverStuenkel: O tucano Tasso Jereissati afirmou q, pelo bem da democracia, é a favor da candidatura de Lula. “Gostaria q o Lula conco…",6,165
1204,HPaglacci,Helide Paglacci,"RT @freu_rodrigues: Lula, Não provou sua inocência.
Só deixou bem claro que ele manda no STF.
    #STFOrganizacaoCriminosa",195,357
1205,_Filizola,Filizola,"RT @ptbrasil: 🚨URGENTE: A coletiva de imprensa do ex-presidente Lula, no Sindicato dos Metalúrgicos do ABC em São Bernardo do Campo, foi re…",3035,2820
1206,sandratathe,Sandra Maria,"RT @profeborto: Augusto Nunes ironiza “absolvição” de Lula: “Absolvido por excesso de crimes pelo ministro Edson Fachin”: 

https://t.co/VH…",1528,2386
1207,ikc300,UBUNTU🚩,RT @thicico: Os debates com Lula em 2022 precisam ser transmitidos em telōes colocados em praças públicas.,2106,2876
1208,Lplpalestra,ⓟ @lplpalestra🇵🇹,"RT @Pacheco_Voltou: Pessoal o Fachin livrou a barra do ""São Lula"" e deu aval para concorrer a presidência da Republica em 2022

EM EVENTUAL…",556,2422
1209,LandRossi,Clever Land Rossi,@ArthurLira_ Já lambeu o Lula hoje??,132,186
1210,ezequielsil_,Niel,"RT @ryansilveira_: Pesquisa rápida 
Bolsonaro curti    / lula rt https://t.co/jLgZzdeaRy",255,351
1211,harcness,Christian,@Sucubus @dadourado pau no cu do lula.,7,75
1212,HWAUNlVERSE,cabecinha de yakult.,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",147,242
1213,rnbala70,r n🎈,RT @itsleall: melhor é o lula po https://t.co/gqCODj4Tjb,471,531
1214,donagalu,galu,RT @rehventura: Pode reparar: só feio odeia o lula,539,697
1215,PLDrant,Hmm,RT @itsleall: melhor é o lula po https://t.co/gqCODj4Tjb,74,59
1216,DanielaMacedod6,Dani🙏🇧🇷,"@filipebarrost @FabioTalhari Moro, Lula, Dalagnol e STF são tudo farinha do mesmo saco, nunca vão salvar reputação… https://t.co/RSJfohDUzO",702,839
1217,GoretiB1,Goreti Carlos.B🇧🇷,"BRASIL de Filhos da Puta o Cara do Pcc foi Solto e sendo Condenado  o Lula Foi Solto Sendo Condenado, Nossa Raça nã… https://t.co/PMKz1Hxdl1",69,88
1218,morenastee,ste 💛,"RT @FeCastanhari: Lula ladrão, roubou meu coração",93,119
1219,DuqueGalvao,Monica Galvao Duque,"RT @LulaOficial: Em razão do julgamento da suspeição do ex-juiz Sérgio Moro para as 14h, a entrevista do ex-presidente Lula foi remarcada p…",4538,4123
1220,leonardoserrat,Leonardo Serrat,"RT @Omardeideais: “Bolsa de valores cai com notícia de Lula.”

ME MAMA FARIA LIMA",132,154
1221,sarnghaetae,𝚗𝚊𝚗𝚊⁷ᴮᴱ,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",1805,2167
1222,Lecafa70,Leonardo C Faria,"RT @taoquei1: Cara, a CNN tá dizendo agora que a decisão do Fachin para soltar o Lula foi para blindar o Sérgio Moro.
Vamos de novo: o judi…",1002,2058
1223,emilyiriz,iris,RT @glhrxm: lula voltou antes que a rihanna,345,258
1224,conc_vax,iasmin,Era pra estarmos falando do Lula e estamos aqui metendo o pau nos jornalistas. Ainda não tinha visto as reações do… https://t.co/I3ePF5eM82,711,679
1225,AliciaArdissone,alicia ardissone,"RT @PATRlOTAS: O criminoso Lula não tem nenhuma chance em 2022, Bolsonaro vence facilmente. O problema não é esse, o problema é que lugar d…",92,265
1226,Mateus98384708,Mateus,"RT @taoquei1: Gilmar Mendes acaba de pautar a suspeição do Moro.
Significa que o Fachin soltou o Lula por nada? Foi só um abre alas complet…",339,539
1227,Ferreiromediev1,morrojaquito.,"@pOkizGames Pokis continue somente falando sobre jogos, igualar lula e Bolsonaro demostra que vc é um pigmeu na política",8,143
1228,ArmstrongManaus,Sérgio Armstrong,"RT @reinaldoazevedo: Mercados estariam assustados c/ Lula. P q? Brasil passou a Grau de Investimento a 30 de abril de 2008, 6° ano do sua…",849,1258
1229,KMA95066532,KMA,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",209,944
1230,higherelax,willian-n,RT @Evil_The_: O LULA FOI O QUE ?????,789,808
1231,HiragaMatheus,Hiraga,"Vcs falando de Lula e Bolsonaro em 2022, mas não fazem ideia da equipe que montamos p chapa de Agnes Victor e vice… https://t.co/6Ems10nZx5",108,106
1232,Gandhi_f0,gandhin,@Imbecibilidade1 boum dia lula molusco,569,700
1233,_ester33_,👸,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,1504,940
1234,mileregou,mirelle,cezinha deve ta espumando com a notícia do lula vai chover merda no feed do facebook,564,338
1235,eri_leite,♈️ Eri Leite ,"RT @LulaSilvaLivre: Governo Lula foi o melhor 
O mercado sabe 
O povo sabe
Politico sabe
O mundo sabe 

Porque sou esquerdista? 
Não porque…",27628,24501
1236,idkwsyq,🐸 | 📖: hp²⚡| olha o fixado,"ate o lula teve um comeback e a aurora nao

ta complicado sabe https://t.co/jVF1i0qDhy",152,94
1237,190FuckYou,Jhunay over the country club,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",5320,3756
1238,biadesireec,Bia Desirée Continentino,"RT @guiaoquadrado: O dólar tá subindo todo dia há quase 3 anos. 

A Globonews: decisão de Fachin sobre Lula leva a alta do dólar 

😂😂😂😂😂🤪🤪🤪…",382,567
1239,CandiaCrf,CanddiaCRF - #OitoPATAMÁ,RT @JotaInfo: URGENTE: O ministro Gilmar Mendes incluiu na pauta de hoje da 2ª Turma do STF o julgamento sobre suspeição de Moro nos casos…,417,809
1240,Rafaeljodes,Rafael Jodeskleydson,RT @JotaInfo: URGENTE: O ministro Gilmar Mendes incluiu na pauta de hoje da 2ª Turma do STF o julgamento sobre suspeição de Moro nos casos…,156,415
1241,anajferri,ana ferri,@clergewehr Sim! O pior são as pessoas dizendo que se não votar em um (automaticamente) apoia o outro! No primeiro… https://t.co/bTp5r4B3m7,2958,739
1242,dorinha91,Dora,RT @blogdosakamoto: Quem coloca Bolsonaro e Lula como dois lados de uma mesma moeda ignora que entre os muitos defeitos do petista não está…,329,1270
1243,Russimeire1,PaulaRevoltada,"RT @carolproner: Ciro também deu muito azar. Além de chamar Dilma de “aborto” no dia da mulher (como pode ser tão tosco?), ainda pavoneou-s…",566,731
1244,jailtonbatist14,Jailton Santos,@laarazxx @Elainnefaria1 @jairbolsonaro LULA O MAIOR LADRÃO DA HISTORIA POLITICA DO BRASIL. UM CADAVER POLITICO.,3756,3995
1245,algayer_,Thi 🤟🏻,"RT @PlebeusOciosos: O KRAKEN FORA LIBERTO!!! 

O LULA ESTÁ LIVRE!!! https://t.co/dSf6brQrir",817,456
1246,helenaboechat,Helena Boechat,"RT @BrazilFight: ROLANDO NAS REDES
Lula não tinha preconceito com negros, pobres, nordestinos, mulheres e gays, ele roubou a todos igualmen…",1731,2685
1247,crflamengato,daniel,"RT @_anna1921: Odiar o Lula                  Odiar o Bolsonaro
                          🤝Eu",751,299
1248,Patriot74704824,Patriota,"RT @Rconstantino: Diante desse quadro, com Fachin, Lula, militância da mídia e governadores que abusam do poder, chega a ser no mínimo susp…",91,145
1249,tiagooorodrigu1,thiago rodrigue,RT @HaddadDebochado: IMAGINA O BOLSONARO PASSANDO A FAIXA PRO LULA????????????????,31,211
1250,lmjphysis,𝓡 🏳️‍🌈,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",2025,1806
1251,frioealquimista,Gabs,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,90,1307
1252,Lucas_IBR,lucas soares,"RT @BrazilFight: URGENTE - GILMAR MENDES PASSA A PERNA EM FACHIN
Como já tínhamos previsto,Gilmar Mendes acaba de pautar suspeição de Moro…",405,1077
1253,dammitcaleffi,🏳️‍🌈,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",494,1016
1254,danielfonfer,daniel,"RT @ibrags: Mansão do Flávio Bolsoraro: TEM QUE PRENDER ESSE CORRUPTO! RACHADINHA! 

Sítio de Atibaia com pedalinhos no nome dos netos do L…",1395,705
1255,sodrehzinho,rica lula 2022,"RT @LulaOficial: Em razão do julgamento da suspeição do ex-juiz Sérgio Moro para as 14h, a entrevista do ex-presidente Lula foi remarcada p…",818,4629
1256,Nine21163622,Ninecaldeira💛,"RT @aplomacg: Sim crente, tudo que tá acontecendo no mundo mas Jesus vai voltar só pq o Lula tá elegível de novo. Sim.",169,154
1257,alde_jr,Alder,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",19,96
1258,leviflakes,ᴍᴏᴏɴ sᴏʀᴀ||TPWK,"RT @dorafigueiredo: Tiago: maior decepção?
O Twitter: ah o Bolsonaro né...

Tiago: ah, sem gracinha, não é assim que se joga, e maior sauda…",954,1344
1259,choppervr,𝖗𝖆𝖋𝖆 🪐 VENTI COME HOME,RT @PopZonebr: Coincidência?? acho que não #Lula https://t.co/AFQMhMNrnw,466,494
1260,comraivaetesa1,Larinha🧚‍♀️🦕,RT @_euduardo_: mas lógico q tu odeia o lula tu é filhin de papai q odeia gente pobre tendo direitos kkkkkkkkkk,381,327
1261,LacombeLeticia,Srta Lê 🇧🇷,"RT @romulusmaya: ""Lula"": como decifrar os sinais dos operadores do Poder – D.E. 9/mar/2021

No Youtube (até onde der...): https://t.co/HUiT…",245,473
1262,diogoalmeidajac,diogoalmeida2011,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,275,795
1263,danilopadua,Danilo Pádua,"RT @pedrolopesg: O mercado reage mais à decisão de hj (que não inocenta Lula, só garante a ele um julgamento normal e justo) do que a 1700…",501,1591
1264,LaReinaMadre,Denize Barros,"RT @karinabuhr: O Brasil morrendo nas mãos d Bolsonaro e preocupação é Lula, num contexto d correção de parte de injustiça histórica, q lev…",1070,734
1265,Johnnecarlos,Johnny Carlos,RT @eduardomoreira: Hoje as ações da Apple e do Google caíram mais de 4% na bolsa americana. Parece que foi por causa desse negócio aí do L…,1098,504
1266,mary_joy_morais,Maria José Morais,RT @xicosa: Pegue manchetes d 1989 e as de hoje. São as mesmas. Risco Lula. Bolsa cai com Lula. Proteja seus investimentos etc etc. A banca…,951,624
1267,araujoslorena,𝓛,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",4401,3305
1268,OtvioBondavall1,Otávio Bondavalli,RT @salimmattarBR: Consequência da anulação da condenação do ex-presidiário Lula: insegurança jurídica! Com isso a bolsa fechou em queda de…,1742,3032
1269,_ItsErica,Erica Ferreira,"Ai começou os mimimi de novo com negócio de lula e Bolsonaro, aí pelo amor de Deus 🙄",528,169
1270,paulofu2010,Paulo Afonso da Silva Petista Lula Haddad Dilma,"RT @CarlosS48442375: No governo Lula  a gasolina e o dólar não eram 6 reais e o gás não era 105 reais,  tinha pleno emprego, carro na garag…",3489,4159
1271,bode_sala,O Bode Na Sala 🐐,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,259,624
1272,maria_raquel_,malia laquel,RT @fatouoficial: Existem TCC’s falando sobre os erros no processo do Lula. Milhares de advogados apoiaram o Fachin. Mas vc. Adolescente no…,104,94
1273,LauroAlmeida11,Lauro de Almeida,@BlogdoNoblat O maior criminoso do planeta disse que está livre para “ajudar a libertar o Brasil”. O próximo passo… https://t.co/rppMiYs0xA,1310,4968
1274,ReginaRamao,Regina Ramão 🇧🇷🏴🔴⚫,RT @igornatusch: Como faz para trabalhar em uma tarde que terá coletiva de Lula e julgamento da suspeição de Moro pesquisar,2306,4349
1275,liscolorrs,`,RT @glhrxm: lula voltou antes que a rihanna,627,641
1276,MarceloACoelho1,Marcelo A Coelho ⚫️⚪,RT @emirsader: Até a Globonews anunciando a coletiva do Lula!,4261,2321
1277,luciano_revicom,🇧🇷Luciano Vitor Ferreira🇧🇷🇺🇸,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,1331,3122
1278,bbhflakes,tomie buceta bandida,so voltei pelo lula,0,0
1279,hobireasns,❥ lis ☾,"RT @guiaoquadrado: O dólar tá subindo todo dia há quase 3 anos. 

A Globonews: decisão de Fachin sobre Lula leva a alta do dólar 

😂😂😂😂😂🤪🤪🤪…",2514,976
1280,errodecatenaria,Buscadora de Informações,RT @mylaura_m: Eu e meus amigos o ano inteiro falando sobre o problema do personalismo e da necessidade da construção de novos quadros de e…,655,2257
1281,Ednei633,Ednei José -🇧🇷,"RT @Poder360: Marco Aurélio diz que decisão de Fachin sobre Lula causa “perplexidade”
https://t.co/ODxhhuHCWm",283,332
1282,omonteiiro_,👺,votar no lula pra esse troço ficar com um preço mais acessível https://t.co/MR9B2nFKko https://t.co/OVPkv0wguI,298,479
1283,gnomiaac,barbiezinha de Chernobyl ͏#SOSAcre ͏ ͏ ͏ ͏ ͏ ͏ ͏,RT @cyberk1tty_: idai q o lula errou    todo mundo comete erros(menos eu),2234,3330
1284,DPossidone,Eu sou o dougras,RT @cabecadedoverde: Lula vê se dessa vez tu legaliza a maconha https://t.co/hx6OBf5wkV,367,1152
1285,Anafide87499857,Ana fidelis,"RT @ManuelaDavila: 🚨 O ministro do STF, Gilmar Mendes, decidiu levar a ação de suspeição contra o ex-juiz Sergio Moro para a 2ª Turma da Co…",18,189
1286,laricha,Larissa,"Nem lula nem bolsonaro, cabo daciolo 2022",850,539
1287,NathalhandoPach,nɒmoWonder,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",157,270
1288,HelderCardozo,helder cardozo,"RT @lolaescreva: Hj, enq estava dando banho na minha mãe, contei pra ela q tds as condenações do Lula foram anuladas e q ele está elegível.…",190,456
1289,xiuliapugliesi,mono trouxa,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,153,394
1290,babisgabii,Gabi,"RT @_anna1921: Odiar o Lula                  Odiar o Bolsonaro
                          🤝Eu",289,201
1291,berieux,Marcus,"@mariocaraujo Lula adiou para amanhã às 11 horas.

E Fachin quer melar o julgamento da turma hoje, mandando para o plenário.",5032,696
1292,umtoquesutil,um F.,"Se querem um comparativo possível, imaginem que Lula abra mão de sua candidatura por Jaques Wagner. Alguém que crit… https://t.co/GJ5FESfBZU",1648,654
1293,OrleansBianca,Bibi 💙💚💛,TRÂNSITOS ASTROLÓGICOS PARA O LULA - A AMEAÇA DE PLUTÃO https://t.co/s3O17N3Wm8 via @YouTube,603,262
1294,SasaChomsky,ANE,"RT @jnflesch: 'O mercado odiou a possibilidade de Lula se eleger'.
Bom, a pesquisa de sexta diz que é o barba é o único que bateria Bolsona…",3859,2926
1295,Cleber_SPFC__,Cléber_Crespo🇾🇪🇺🇾🇧🇷,"@g1 @ValdoCruz A campanha da Globo pró Lula já começou com tudo, acontecerá a msm coisa no Brasil o que aconteceu n… https://t.co/9WXh4Wynw8",1281,203
1296,saintwinchstr,maria,RT @wallslobos: lula é reeleito o brasil comemora a pandemia acaba todos devidamente vacinados máscaras nunca mais inflação cai dólar cai p…,1597,1294
1297,hannanazine,Hanna Nazine,"RT @nerdloser: Pras pessoas falando “Lula é igual a Bolsonaro”, eu gostaria q vcs citassem por favor coisas que o Lula fez q sao IGUAIS aos…",293,536
1298,Feerreeiraj,𝕾𝖑𝖞𝖙𝖍𝖊𝖗𝖎𝖓,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",221,403
1299,juniorrskk,meri,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,113,195
1300,GabrielPugin,desgosto autofágico,"@direitasiqueira Mas se esperar uns 2-3 anos baixinho com o lula, vai rolar.",27,327
1301,aff_ludynha,ludynha das galáxias,já sonhei com a minha briga com o meu pai por causa do lula é esse diálogo ainda nem aconteceu,338,303
1302,olalaris1,the sunset witch,RT @cianzeira: Tem liberal mais assombrado pela chance de candidatura do Lula do que pelas 260 mil mortes em um genocídio de negligência e…,20,280
1303,candido160,LULA,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,55,239
1304,emodaflorida,sabs,RT @luanaolv_: lula vai diminuir preco das demonias,388,540
1305,Roberto56077737,Roberto Almeida Peres,@mariaproencav75 Midia pobre e podre 🤮. Lula inocente e moro culpado.!!!,952,535
1306,Ricardo77372069,Ricardo Thompson,"RT @marcelvanhattem: A anulação das condenações de Lula é um revés fortíssimo para o combate à corrupção, para a democracia e para o Estado…",1166,1370
1307,RobertDetoni,Robert Detoni,"RT @taoquei1: Fachin livrou Lula pra salvar Moro?
Desculpa, eu não engulo essa narrativa de ""soltamos o Lula, mas foi para o bem geral da n…",76,20
1308,CassiaLuce,Cássia Luce Lima,"RT @CentroLiberalBR: Bolsonaro tem cerca de 30% do eleitorado. 

Lula tem cerca de 30% do eleitorado. 

Nós temos 40% do eleitorado a ser c…",79,208
1309,miwaabubble,miwa△ | faço desenhos,@oednaldopereira Lula fazendo cosplay de ednaldo pereira kk,89,217
1310,Milysouza03,Loope;,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,85,394
1311,ryanolvr1,Ryan,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,254,232
1312,ArianeB37,Ariane Barros,@ArthurLira_ Lula merece ser absolvido? Me poupe né o cara comanda o maior esquema de Corrupção do mundo e você ain… https://t.co/SGnvWcYSNJ,1544,1264
1313,GomesCiro2022,Ciro 2022 – Apoio 🇧🇷🌹,RT @CBNoficial: Ex-ministro fez críticas ao ex-presidente Lula e defendeu diálogo e pacificação para evitar a polarização da última campanh…,1361,2335
1314,vidalls_,Jessica linda e maravilhosa,RT @LeviKaique: Não vejo a hora de poder reclamar do governo Lula de novo,1015,500
1315,Edgard82524645,Edgard.,@jairbolsonaro Sr. Presidente acredito que com a ausência de partido havera uniao entre bolsonaro e Lula.,350,726
1316,AllanDiogoVidal,Allan Diogo Vidal 👉,"RT @brasil_paralelo: Conheça EDSON FACHIN: o ministro que tornou LULA elegível.

Este vídeo faz parte da série ''Os 11 Supremos"", produzida…",226,389
1317,InsPaschoarelli,🚩Inês Paschoarelli,"RT @IvanValente: Inacreditável o Editorial do Estadão. Perfila ódio figadal contra Lula, nada sobre os crimes explícitos de Moro e sua turm…",2071,3238
1318,souza_maurilio,Maurílio 🇧🇷 🚩,"RT @SenadorRogerio: Lula foi tratado pela Lava Jato como inimigo do Estado brasileiro. Quando na verdade, a Lava Jato é que corrompeu a nos…",5814,6220
1319,JansonNegreiros,Janson Negreiros,"RT @zehdeabreu: Fui convidado pra coletiva do Lula, mas como ir? Então vou participar de uma laive com o Rovai ao meio-dia.",85,422
1320,OficialEuclides,Euclides Cerqueira Oficial,"RT @augustosnunes: Absolvido por excesso de crimes pelo ministro Edson Fachin, Lula transformou-se no inocente mais culpado de todos os tem…",138,380
1321,leogago2202,Abençoado 🖕,"Feliz pelo lula 
Apoio lula de volta na presidência 
#LulaLivre. #LulaPresidente #EuApoio
#Melhorquejativemos #LulaVive",105,358
1322,OrtegaaLucca,ortegga 🌊,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,116,608
1323,cschimitezz,carlota,"RT @whoistaoana: O Lula incomoda mais os bolsominions que o povo passando FOME, o gás a 100 pila, gasolina 6 conto, dólar 6 conto... eh de…",893,393
1324,LeopoldinadeBr1,Era de Aquário Q,"RT @EnockFormiga: Lula não provou sua inocência. Apenas mostrou que o STF é o responsável por toda corrupção no país.
 #STFOrganizacaoCrimi…",479,262
1325,PaulaLima47,alienada no bbb,RT @paiva: off: votariam no lula?,1383,163
1326,Marcelo96382062,PRETORIANO,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",115,221
1327,Arianeradha,Radharani🌹🚩,"RT @LulaOficial: Em razão do julgamento da suspeição do ex-juiz Sérgio Moro para as 14h, a entrevista do ex-presidente Lula foi remarcada p…",1400,2309
1328,PManattis,🇧🇷🔰 Pedro Ⓜ️anattis ⚖️,"RT @o_colecionador: E petista cara de pau ainda tem coragem de falar:

- Vcs estão vendo? O Lula é inocente, um injustiçado! Nós sempre sou…",2386,3778
1329,niamdivosa,Mila,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,2268,1756
1330,cruzleleti,Lê,"RT @ogustasb: ""a mas o Bolsonaro tem muito mais eleitores que o Lula""

o protesto do pt em 2019 pelo lula livre: https://t.co/3LTzN4huiB",79,110
1331,gbpInho_,P,"RT @MauMeirelles: 2022 lidaremos com 3 fã clubes insuportáveis:

-LULA
-Bolsonaro
-Juliette",1000,929
1332,Thaissouza0015,𝔗𝔥𝔞𝔦𝔰,"To vendo umas pessoas falarem que o lula é bandido . Pode até ser, mas pelo menos  , a gasolina era muito mais baix… https://t.co/iRhO3thi7t",470,545
1333,christianponzo1,Christian,"RT @EuSouODornelles: Aperta-se o cerco institucional. Lira manda recadinhos ao defender a absolvição de Lula, estreitar laços com o Embaixa…",83,550
1334,netuno776,Batman,RT @lilvinicinho: tempo do lula era bom demais pqp o gás era 10 reais meu pai conseguiu comprar um carro a gente viajava direto e ele traia…,59,348
1335,DavidsonLiima,Davidson Lima,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",64,170
1336,LuisSilvaDaniel,🇧🇷 Luis - robô & empresário - Daniel 🇧🇷,RT @rkss2: @BobjeffHD @LuisSilvaDaniel Os outros estão juntos nessa! Fazem parte da conspiração. Ele só quis dar mais tempo para o bandido…,3161,3214
1337,hsannav,𝙰𝚗𝚗𝚊⁹⁹ | 📖 1984,@madnmalik não posso votar ainda mas votaria no lula,309,292
1338,emocionad_a,say my name caralho,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,137,313
1339,viih_sants,Viih,"RT @rennan_penha: IMAGINA O BOLSONARO PASSANDO A FAIXA PRO LULA????????????????

KKKKKKKKKKKKKKKKKKK",980,2099
1340,teuszes,🐑menezes🐑,RT @anajferri: não votar no lula em 2022 não te faz bolsominion😊,294,1268
1341,BLOGdoPEPE,Alexandre pepe xandy,"RT @eixopolitico: 🇧🇷 À espera da votação, pelo STF, da suspeição de Moro, o ex-presidente Lula adiou a coletiva de imprensa marcada para ho…",8750,5690
1342,giovanagasparr,Giovana,"@marimiosoy Sim, isso que eu disse, que nosso desespero pra tirar Bolsonaro é tão grande que nos agarramos a Lula p… https://t.co/MxCZLvsxQE",154,161
1343,slzwdxwn,heloisa,RT @wallslobos: lula é reeleito o brasil comemora a pandemia acaba todos devidamente vacinados máscaras nunca mais inflação cai dólar cai p…,59,69
1344,cutieanyg,𝘓𝘢𝘳𝘢 ☾,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,4190,4716
1345,veralcaixeta,Vera Caixeta,"RT @RenanAraujo1960: Parte da ""direita civilizada"" queria manter Lula inelegível apenas para ter alguma condição de chegar ao poder.
Dessa…",96,362
1346,jeffylustoza,baixinho,"RT @ryansilveira_: Pesquisa rápida 
Bolsonaro curti    / lula rt https://t.co/jLgZzdeaRy",158,425
1347,owtroria,𝓃𝒾𝒸𝑜𝓁𝑒,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula! https://t.co/3np1YVEQEH",170,192
1348,Murillovhoffman,lilo,"RT @JayBl3ss: Meu Deus, criticam tanto os gado do Bolsonaro, mas são gados do Lula? Kkkkkk",783,1021
1349,coittadinha,Reizinho,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",105,285
1350,dudianey,☭ duds tuts ☭,RT @CHITAFRICA: lula roubou nada parem de mimimi,1276,3023
